,Address,PlanYear,Project,IDISProjectId,IDISActivityID,Status,StatusDate,InitialFundingDate,FundedAmount,Description
6,330 S JACKSON ST,2003,HOUSING,3,400,Canceled,9/12/2006,09/01/2004,0.0,THE MIXED DEVELOPMENT OF RENTAL HOUSING IN SOUTH ALBANY.
7,230 S JACKSON ST,2003,ECONOMIC DEVELOPMENT,2,402,Completed,9/30/2006,09/08/2004,85000.0,TO PROVIDE LOANS TO MICRO-BUINESSES.
8,230 S JACKSON ST,2004,ADMINISTRATION,1,403,Completed,9/30/2006,09/21/2004,479501.06, 
9,230 S JACKSON ST,2004,ECONOMIC DEVELOPMENT,4,407,Completed,9/30/2006,10/09/2004,195260.0,THE OPERATION OF THE MICRO BUSINESS ENTERPRISE CENTER
10,SCATTER SITES,2004,ACQUISITION,9,412,Completed,9/30/2006,09/09/2005,106941.39,THE RELOCATION OF PERSONS FROM PROPERTIES ACQUIRED WITH CDBGFUNDS
11,SCATTER SITES,2004,DEMOLITION,10,413,Completed,9/30/2006,09/23/2004,89805.61,THE DEMOLITION OF PROPERTIES OWNED BY THE CITY OF ALBANY.
12,230 S JACKSON ST,2004,HOUSING COUNSELING,6,415,Canceled,9/30/2006,10/09/2004,0.0,THE OPERATION OF THE CITY OF ALBANY CERTIFIED HOUSING COUNSELING PROGRAM
13,HIGHLAND AND DAVIS,2004,PUBLIC FACILITIES,7,416,Completed,9/30/2006,04/04/2005,220804.18,THE REHABILITATION OF APARTMENT UNITS TO BE USED AS A HOMELESS SHELTER FOR FAMILIES.
14,SCATTER SITES,2004,ENERGY EFFICIENCY,8,417,Completed,9/30/2006,10/09/2004,8295.91,THE OPERATION OF THE DPCD WEATHERIZATION PROGRAM.
15,230 S JACKSON ST,2004,PUBLIC SERVICE,11,418,Completed,9/30/2006,10/09/2004,49725.15,THE OPERATION OF THE HOMELESS PROGRAM.
16,1921 SCHILLING AVE,2003,PUBLIC SERVICE,9,420,Completed,9/30/2006,01/17/2005,40000.0,THE OPERATION OF A SENIOR CENTER.
17,214 E OGLETHORPE BLVD,2004,PUBLIC SERVICE,11,427,Canceled,8/12/2006,01/17/2005,0.0,TO PROVIDE HEALTH SERVICES TO HISPANIC PERSONS AND LOW ANDMODERATE INCOME PERSONS IN THE COMMUNITY.
18,1100 JORDAN ST,2004,PUBLIC FACILITIES,7,433,Completed,6/30/2007,04/05/2005,82892.52,THE REHABILITATION OF A FACILITY TO DEVELOP A FITNESS CENTER FOR LOW AND MODERATE INCOME PERSONS.
19,230 S JACKSON ST,2004,HOUSING,5,434,Completed,9/30/2006,09/09/2005,105410.76,TO PROVIDE LOW INTEREST LOANS TO CLIENTS FOR HOMEOWERSHIP.
20,230 S JACKSON ST,2005,SECTION 8,2,439,Completed,9/30/2006,09/29/2005,48191.25,REPAYMENT OF A SECTION 108 LOAN FOR MCGREGOR PROJECT REPAYMENT OF SECTION 108 LOAN REPAYMENT FOR HILTON GARDEN AND MCGREGOR 
21,230 S JACKSON ST,2005,SECTION 8,2,440,Completed,9/30/2006,09/29/2005,806767.5, 
22,SCATTER SITES,2005,DISPOSITION,4,441,Completed,9/30/2006,10/18/2005,182176.87,THE MAINTAINENCE OF PROPERTY TO BE SOLD.
23,230 S JACKSON ST,2005,ECONOMIC DEVELOPMENT,5,442,Completed,9/30/2006,10/18/2005,297988.86,TO OPERATE THE BTU CENTER THAT PROVIDES TECHNICAL ASSISTANCE TO TENANTS
24,230 S JACKSON ST,2005,ECONOMIC DEVELOPMENT,5,443,Completed,9/30/2006,01/26/2006,51567.33,TO PROVIDE TECHNICAL ASSISTANCE AND LOANS TO MICROBUSINESSES
25,230 S JACKSON ST,2005,PUBLIC SERVICE,9,445,Completed,6/30/2006,01/27/2006,70210.94, 
26,HIGHLAND AND DAVIS,2005,PUBLIC FACILITIES,7,447,Completed,6/30/2007,10/18/2005,375682.0,COMPLETION OF A HOMELESS SHELTER
27,230 S JACKSON ST,2005,ADMINISTRATION,1,448,Completed,9/30/2006,01/26/2006,384800.18, 
28,CORNER OF NORTH JACKSON ST. AT PINE AVENUE,2005,PUBLIC SERVICE,9,449,Completed,9/30/2006,01/26/2006,10493.0,TO PLAY SYMPHONY CONCERT FOR ALL 5TH GRADE STUDENTS IN THEDOUGHERTY COUNTY SCHOOL SYSTEM
29,412 W TIFT AVE,2005,PUBLIC SERVICE,9,450,Completed,6/30/2007,01/26/2006,9456.76,PROVIDE SHELTER AND SUBSTANCE ABUSE TREATMENT FOR WOMEN.
30,425 W SOCIETY AVE,2005,PUBLIC SERVICE,9,451,Completed,9/30/2006,01/26/2006,10714.0,TO PROVIDE SHELTER FOR HOMELESS WOMEN AND CHILDREN.
31,1700 CORDELL AVE,2005,PUBLIC SERVICE,9,452,Completed,10/2/2006,01/26/2006,8362.0,TO PROVIDE A READING TUTORIAL PROGRAM FOR 25 6TH GRADERSAT ALBANY MIDDLE SCHOOL.
32,2001 SCHILLING AVE,2005,PUBLIC SERVICE,9,453,Completed,6/30/2007,01/26/2006,72033.69,PROVIDE CONGREGAGTE MEALS AND TRANSPORTATION TO ELDERLY PERSONS.
33,SCATTER SITES,2005,HOUSING,6,454,Completed,9/30/2006,01/26/2006,183009.57,REHABILITATION AND REPAIRS OF PROJECTS.
34,400 BLOCK EBONY,2005,ACQUISITION,8,455,Completed,9/30/2006,01/26/2006,55824.12,THE PURCHASE OF PROPERTIES ON THE 400 BLOCK OF EBONY.
35,HIGHLAND AVENUE,2005,ECONOMIC DEVELOPMENT,5,465,Completed,9/30/2006,09/28/2006,6990.91,THE EXTERIOR IMPROVEMENT OF A BUILDING THAT IS OCCUPIED BY ABUSINESS.
36,SANDS DRIVE,2005,HOUSING,6,466,Canceled,1/10/2012,09/28/2006,0.0, 
37,230 S JACKSON ST SUITE 315,2006,ADMINISTRATION,1,473,Completed,6/30/2007,10/25/2006,430773.29, 
38,230 S JACKSON ST SUITE 315,2006,SECTION 108 LOANS,2,475,Completed,8/25/2007,10/25/2006,521166.25, 
39,230 S JACKSON ST SUITE 315,2006,SECTION 108 LOANS,2,476,Completed,8/25/2007,10/25/2006,46920.0,THE REPAYMENT OF A SECTION 108 LOAN FOR THE MCGREGOR PROJECT
40,SCATTER SITES,2006,DISPOSITION,3,477,Completed,6/30/2007,10/25/2006,64784.8,THE MAINTAINENCE OF PROPERTY TO BE SOLD.
41,230 S JACKSON ST,2006,ECONOMIC DEVELOPMENT,4,478,Completed,6/30/2007,10/25/2006,267196.76,THE OPERATION OF THE MBEC AND TO PROVIDE TECHNICALASSISTANCE TO THE TENANTS.
42,230 S JACKSON ST SUITE 154,2006,ECONOMIC DEVELOPMENT,4,479,Completed,6/30/2007,10/25/2006,50000.0,PROVIDING TECHNICAL ASSISTANCE AND LOANS TO MICRO BUSINESSES
43,SCATTER SITES,2006,ECONOMIC DEVELOPMENT,4,480,Completed,6/30/2007,10/25/2006,3327.93,THE IMPROVEMENT TO FACADE OF BUSINESSES IN THE CITY OFALBANY.
44,SCATTER SITES,2006,ACQUISITION,9,481,Completed,6/30/2007,10/25/2006,87523.96,THE ACQUISITION OF FORCLOSED PROPERTIES.
45,SCATTER SITES,2006,RELOCATION,10,482,Completed,6/30/2007,10/25/2006,243729.04,THE PAYMENT OF FUNDS FOR PERSONS THAT ARE RELOCATED FROMPROPERTIES THAT WERE ACQUIRED.
46,SCATTER SITES,2006,DEMOLITION,11,483,Completed,6/30/2007,10/25/2006,45254.84,THE DEMOLITION OF STRUCTURES THAT WERE ACQUIRED.
47,230 S JACKSON ST,2006,PUBLIC SERVICE,12,484,Canceled,9/1/2007,10/25/2006,0.0,THE OPERATION OF A PROGRAM TO ASSIST THE HOMELESS.
48,230 S JACKSON ST,2006,PUBLIC SERVICE,12,485,Completed,6/30/2007,10/25/2006,3293.11,TO PROVIDE HOUSING COUNSELING TO LOW AND MODERATE INCOMEPERSONS.
49,829 W BROAD AVE,2006,PUBLIC SERVICE,12,486,Completed,6/30/2007,11/22/2006,9932.1,COMPUTER TRAINING PROGRAM OF SENIOR CITIZENS IN THE COMMUNITY.
50,500 PINE AVE,2006,PUBLIC SERVICE,12,487,Canceled,6/26/2007,11/22/2006,0.0,PROVISION OF EMERGENCY ASSISTANCE TO LOW-MODERATE INCOME RESIDENTS WHO ARE BURN-OUT VICTIMS IN THECITY OF ALBANY.
51,302 ADKINS ST,2006,PUBLIC SERVICE,12,488,Completed,6/30/2007,11/22/2006,24892.57,PROVISION OFVARIOUS SOCIAL SERVICES & ACTIVITIES FORSENIOR CITIZENS IN THE EAST ALBANY COMMUNITY AREA.
52,425 W SOCIETY AVE,2006,PUBLIC SERVICE,12,489,Completed,6/30/2007,11/22/2006,9049.86,PROVIDE SHELTER AND VARVIOUS SUPPORT SERVICES FOR HOMELESS WOMEN AND THEIR CHILDREN.
53,705 MEADOWLARK DR,2006,PUBLIC SERVICE,12,499,Completed,6/30/2007,04/10/2007,22321.25,TO PROVIDE YOUTH WITH PHYSICAL AND NUTRIAIONAL HEALTH PROGRAMS.
54,CORNER OF N. JACKSON ST. AND PINE AVE.,2006,PUBLIC SERVICE,12,500,Completed,6/30/2007,04/10/2007,5000.0,CITY WIDE CONCERT FOR ALL FIFTH GRADE YOUTH IN THE DOUGHERTYCOUNTY SCHOOL SYSTEM.
55,225 S JACKSON ST,2006,PUBLIC SERVICE,12,503,Canceled,6/26/2007,04/10/2007,0.0,PROVIDE TRANSPORTATION ASSISTANCE TO LOW MODERATE INCOMEYOUR PARTICIPATING IN AN AFTER SCHOOL PROGRAM AT THE CENTER.
56,203 INDEPENDENCE DR,2006,EMERGENCY REPAIRS,6,504,Completed,9/7/2007,08/20/2007,5218.25,PERFORM EMERGENCY REPAIRS ON A SINGLE FAMILY OWNER-OCCUPIED UNIT.
57,2600 LINDSEY AVE,2006,EMERGENCY REPAIRS,6,505,Canceled,8/30/2007,08/20/2007,0.0,PERFORM EMERGENCY REPAIRS ON A SINGLE-FAMILY OWNER-OCCUPIED UNIT.
58,916 CEDAR AVE,2006,EMERGENCY REPAIRS,6,506,Completed,9/7/2007,08/20/2007,4983.13,PERFORM EMERGENCY REPAIRS TO A SINGLE-FAMILY OWNER-OCCUPIED UNIT.
59,1004 S DAVIS ST,2006,EMERGENCY REPAIRS,6,507,Completed,9/7/2007,08/22/2007,5027.9,PERFORM EMERGENCY REPAIRS ON A SINGLE-FAMILY OWNER-OCCUPIED UNIT.
60,1802 MELROSE DR,2006,EMERGENCY REPAIRS,6,508,Completed,9/7/2007,08/20/2007,5398.87,PERFORM EMERGENCY REPAIRS ON A SINGLE-FAMILY OWNER-OCCUPIED UNIT.
61,2308 EVERGREEN DR,2006,EMERGENCY REPAIRS,6,509,Completed,9/7/2007,08/20/2007,5931.31,PERFORM EMERGENCY REPAIRS ON A SINGLE-FAMILY OWNER-OCCUPIED UNIT.
62,1520 HENRI AVE,2006,EMERGENCY REPAIRS,6,510,Completed,9/7/2007,08/20/2007,5192.97,PERFORM EMERGENCY REPAIRS ON A SINGLE-FAMILY OWNER-OCCUPIED UNIT.
63,1801 KEYSTONE AVE,2006,EMERGENCY REPAIRS,6,511,Completed,9/7/2007,08/22/2007,4435.66,PERFORM EMERGENCY REPAIRS ON A SINGLE-FAMILY OWNER-OCCUPIED UNIT.
64,505 ENDICOTT LN,2006,EMERGENCY REPAIRS,6,512,Completed,9/7/2007,08/20/2007,5363.39,PERFORM EMERGENCY REPAIRS ON A SINGLE-FAMILY OWNER-OCCUPIED UNIT.
65,213 EBONY LN,2006,REHABILITATION,5,513,Completed,9/7/2007,08/20/2007,1800.0,PERFORM SERVICES TO MAKE HOUSING UNIT MORE ENERGY EFFICIENT
66,507 HOBSON ST,2006,REHABILITATION,5,514,Completed,9/7/2007,08/20/2007,1720.0,PERFORM SERVICES TO MAKE A SINGLE-FAMILY UNIT MORE ENERGY EFFICIENT.
67,203 INDEPENDENCE DR,2006,REHABILITATION,5,515,Completed,9/7/2007,08/20/2007,900.0,PERFORM SERVICES TO MAKE A SINGLE-FAMILY UNIT MORE ENERGY EFFICIENT.
68,501 JEFFERIES AVE,2006,REHABILITATION,5,516,Completed,9/7/2007,08/20/2007,650.0,PERFORM SERVICES TO MAKE SINGLE-FAMILY UNIT MORE ENERGY EFFICIENT.
69,1802 MELROSE DR,2006,REHABILITATION,5,517,Completed,9/7/2007,08/20/2007,2298.0,PERFORM SERVICS TO MAKE A SINGLE-FAMILY UNIT MORE ENERGYEFFICIENT.
70,1008 E RESIDENCE AVE,2006,EMERGENCY REPAIRS,6,518,Canceled,8/30/2007,08/20/2007,0.0,PERFORM EMERGENCY REPAIRS ON A SINGLE-FAMILY OWNER-OCCUPIED UNIT.
71,SCATTERED SITES,2006,EMERGENCY REPAIRS,6,519,Completed,9/7/2007,08/20/2007,7001.04,VARIOUS EXPENSES ASSOCIATED WITH UNITS ON SCATTERED SITES
72,235 S JACKSON ST,2006,PUBLIC FACILITIES,8,520,Completed,9/6/2007,08/22/2007,1489.0,THE REPLACEMENT OF THE ROOF AT THE RITZ CULTURAL CENTER
73,900 S MAPLE ST,2006,PUBLIC FACILITIES,8,521,Completed,9/8/2007,08/22/2007,19800.0,THE IMPROVEMENT DRAINAGE AT HEATH PARK
74,421 W SOCIETY AVE,2006,DEMOLITION,11,522,Completed,4/6/2010,08/22/2007,124559.66, 
75,525 5TH AVE,2006,PUBLIC FACILITIES,8,523,Completed,8/16/2011,08/22/2007,15016.43, 
76,1409 E 2ND AVE,2006,REHABILITATION,5,524,Completed,9/7/2007,08/22/2007,750.0,ENERGY EFFICIENCY FOR SINGLE-FAMILY HOMEOWNER UNIT
77,304 LYNN LN,2006,REHABILITATION,5,525,Completed,9/7/2007,08/22/2007,650.0,ENERGY EFFICIENCY FOR SINGLE-FAMILY HOUSING UNIT
78,2201 SOUTH GRADY/ENERGY EFFICIENCY,2006,REHABILITATION,5,526,Completed,9/7/2007,08/22/2007,2065.0,ENERGY EFFICIENCY FOR SINGLE-FAMILY HOUSING UNIT
79,146 FORCE DR,2006,REHABILITATION,5,527,Completed,9/7/2007,08/22/2007,1500.0,ENERGY EFFICIENCY FOR SINGLE-FAMILY HOUSING UNIT
80,818 CEDAR AVE,2006,REHABILITATION,5,528,Completed,9/7/2007,08/22/2007,2250.0,ENERGY EFFICIENCY FOR SINGLE-FAMILY HOUSING UNIT
81,1402 E TIFT AVE,2006,REHABILITATION,5,529,Completed,9/7/2007,08/22/2007,1417.0,ENERGY EFFICIENCY FOR SINGLE-FAMILY HOUSING UNIT
82,230 S JACKSON ST STE 315 CDBG,2007,ADMINISTRATION,1,541,Completed,8/23/2008,10/04/2007,431570.45, 
83,230 S JACKSON ST STE 315,2007,PUBLIC SERVICE,15,551,Completed,9/29/2009,10/09/2007,80547.04,TO PROVIDE HOUSING COUNSELING TO LOW AND MODERATE PERSONS.
0,1100 S MCKINLEY ST,1998,HISTORIC PRESERVATION,7,206,Completed,9/26/2003,01/11/1999,50350.0,THE FENCING OF THE UNION MEMORIAL HISTORICAL CEMETERY
1,100 W ROOSEVELT AVE,1998,HISTORIC PRESERVATION,7,207,Completed,10/24/2003,01/11/1999,116000.0,TO INSTALL A NEW ROOF ON THE MUSEUM.
2,400 W HIGHLAND AVE,1999,PUBLIC SERVICE,6,245,Completed,9/27/2003,04/07/2000,24066.77, 
3,SCATTER SITES,2000,PUBLIC SERVICE,5,281,Completed,9/27/2003,04/24/2001,24000.0,TO PROVIDE UTILITIES FOR LOW AND MODERATE INCOME HOUSEHOLDS.
4,SCATTER SITES,2000,PUBLIC SERVICE,5,283,Completed,9/27/2003,05/08/2001,115540.93,TO PROVIDE JOBS FOR YOUTH DURING THE SUMMER OF 2001.
5,BROAD AVENUE,2000,PUBLIC SERVICE,5,284,Completed,9/4/2004,05/08/2001,246026.15, 
6,230 S JACKSON ST SCATTER SITES,2001,HOUSING,3,298,Canceled,8/12/2006,09/29/2001,0.0,THE INSTALLATION OF RAMPS AND GRAP BARS FOR LOW AND MODERATEINCOME PERSONS WHO HAVE A DISABILITY.
7,300 BLOCK OF WHITNEY AND HIGHLAND FROM WASHINGTON TO JEFFERSON.,2001,PUBLIC FACILITIES,4,300,Completed,9/10/2005,09/29/2001,1130981.22,THE STREETSCAPE OF THE HARLEM BUSINESS DISTRICT.
8,SCATTER SITES EAST CENTRAL,2001,PUBLIC FACILITIES,4,301,Canceled,4/5/2005,09/29/2001,0.0,THE CONSTRUCTION OF A COMMUNITY CENTER AND OTHER PUBLIC IMPROVEMENTS.
9,SCATTER SITES SCATTER SITES,2001,PUBLIC SERVICE,5,304,Completed,10/24/2003,10/01/2001,50000.0,THE ASSISTANCE TO PAY UTILITIES BILLS FOR LOW AND MODERATEINCOME PERSONS.
10,801 GAINES AVE,2001,PUBLIC SERVICE,5,305,Completed,10/7/2003,10/05/2001,24998.68,TO PROVIDE EMERGENCY SHELTER FOR HOMELESS FAMILIES.
11,230 S JACKSON ST,2001,PUBLIC SERVICE,5,306,Canceled,10/11/2003,02/19/2002,0.0, 
12,425 W SOCIETY AVE,2001,PUBLIC SERVICE,5,309,Completed,10/25/2003,10/01/2001,16981.6,THE OPERATION OF A HOMELESS SHELTER FOR WOMEN AND THEIR CHILDREN.
13,1400 S JEFFERSON ST,2001,PUBLIC SERVICE,5,310,Completed,10/8/2003,10/05/2001,18750.0,THE OPERATION OF TRANSITIONAL HOUSING FOR PERSONS WHO HAVEBEEN IN HOMELESS SHELTER.
14,225 S JACKSON ST,2001,PUBLIC SERVICE,5,315,Completed,10/25/2003,10/01/2001,6799.17,TO PROVIDE CULTURAL AND ENRICHMENT SERVICES FOR YOUTH.
15,214 E OGLETHORPE BLVD,2001,PUBLIC SERVICE,5,316,Completed,9/17/2005,10/01/2001,7345.91,TO PROVIDE A PUBLIC HEALTH CARE CLINIC FOR LOW AND MODERATE INCOME PERSONS.
16,MARTIN LUTHER KING SR. DR.,2000,PUBLIC FACILITIES,3,321,Completed,9/4/2004,11/30/2001,39921.65,THE DEVELOPMENT OF A TRACK FOR RECREATION IN A LOW ANDMODERATE INCOME AREA.
17,PEARCE AVENUE,2000,PUBLIC FACILITIES,3,322,Completed,9/27/2003,11/30/2001,37305.35,THE CONSTRUCTION OF A CONCESSION STAND AT THE INTERNATIONAL BALL PARK.
18,EAST BROAD STREET,2001,PUBLIC FACILITIES,4,323,Completed,9/27/2003,11/30/2001,43871.1,THE LANDSCAPING AND IMPROVEMENTS TO THE AREA SURROUNDINGTHE UNDERPASS.
19,MAPLE AVENUE,2001,PUBLIC FACILITIES,4,328,Completed,9/27/2003,08/26/2002,28618.4,THE RENOVATION OF THE TRACK AND LIGHTING AT HEATH PARK.
20,305 S JACKSON ST,1999,HISTORIC PRESERVATION,7,333,Completed,9/4/2004,09/14/2002,19000.0,THE RENOVATION OF THE EXTERIOR OF A HISTORIC CHURCH IN THEHARLEM BUSINESS DISTRICT.
21,SCATTER SITES,2001,ECONOMIC DEVELOPMENT,2,334,Completed,9/27/2003,09/27/2002,58137.94,THE REHABILITATION OF EXTERIOR OF COMMERCIAL BUILDINGS ANDSIGNS.
22,SCATTER SITES,2002,DISPOSITION,1,337,Completed,9/27/2003,11/20/2002,126550.91,THE MAINTENANCE OF CITY OWNED PROPERTIES FOR THE DEVELOPMENTOF AFFORDABLE HOUSING AND ECONOMIC DEVELOPMENT.
23,230 S JACKSON ST SCATTER SITES,2002,ACQUISITION,2,338,Completed,9/27/2003,11/20/2002,95060.53,THE ACQUISITION OF PROPERTIES FOR THE DEVELOPMENT OFAFFORDABLE HOUSING AND ECONOMIC DEVELOPMENT ACTIVITIES.
24,230 S JACKSON ST SCATTER SITES,2002,ACQUISITION,2,339,Completed,9/27/2003,11/20/2002,57490.76,THE RELOCATION OF PERSONS WHO UNITS WERE ACQUIRER.
25,230 S JACKSON ST SCATTER SITES,2002,DEMOLITION,3,340,Completed,10/8/2003,11/20/2002,65623.32,THE DEMOLITION OF DILAPIDATED STRUCTURES.
26,SCATTER SITES,2002,PUBLIC FACILITIES,4,341,Canceled,9/13/2003,11/20/2002,0.0,THE CONSTRUCTION OF PUBLIC FACILITIES AND IMPROVEMENTS IN AN URBAN REDEVELOPMENT AREA AND THE CITY OF ALBANY.
27,203 S JACKSON ST,2002,ECONOMIC DEVELOPMENT,7,342,Completed,10/25/2003,11/20/2002,167550.0,THE OPERATION OF THE MICRO-BUSINESSES ENTERPRISE CENTER FOR SMALL BUSINESSES.
28,230 S JACKSON ST,2002,ADMINISTRATION,9,343,Completed,7/21/2005,11/20/2002,242450.19, 
29,230 S JACKSON ST,2002,ADMINISTRATION,9,344,Completed,10/23/2003,11/20/2002,28199.98, 
30,1701 CLARK AVE,2002,ADMINISTRATION,9,346,Completed,10/25/2003,11/20/2002,49821.56, 
31,230 S JACKSON ST,2002,HOUSING,6,348,Completed,10/25/2003,12/20/2002,136072.66,THE CDBG HOMEOWNER REHABILITATION PROGRAM FOR HOMEOWNERS.
32,230 S JACKSON ST,2002,HOUSING,6,349,Completed,10/25/2003,12/20/2002,72569.45,THE CITY OF ALBANY HEATING AND COOLING PROGRAM IS TO INSTALLHEATING AND COOLING SYSTEM IN UNITS WHERE THE PRESENT HEATING SYSTEM DOES NOT WORK DOES NOT MEET CODE.
33,SCATTERED SITES,2002,EAST CENTRAL ALBANY REDEVELOPMENT,5,352,Canceled,9/30/2006,11/22/2002,0.0,REDEVELOPMENT OF EAST ALBANY
34,801 GAINES AVE,2002,PUBLIC SERVICE,8,353,Completed,10/25/2003,12/20/2002,22830.91,THE OPERATION OF A HOMELESS SHELTER FOR FAMILIES.
35,230 S JACKSON ST,2002,PUBLIC SERVICE,8,354,Canceled,10/11/2003,12/20/2002,0.0, 
36,406 W HIGHLAND AVE,2002,PUBLIC SERVICE,8,355,Completed,10/25/2003,12/20/2002,6711.5,THE OPERATION OF A PROGRAM FOR PARENTS.
37,230 S JACKSON ST,2002,PUBLIC SERVICE,8,356,Completed,10/25/2003,12/20/2002,85000.0,A SUMMER YOUTH JOB PROGRAM.
38,527 W BROAD AVE,2002,PUBLIC SERVICE,8,357,Completed,10/11/2003,12/20/2002,25409.98,THE OPERATION OF A HOUSING WITH PERSONS WITH HIVAIDS.
39,230 S JACKSON ST,2002,PUBLIC SERVICE,8,358,Completed,9/4/2004,12/20/2002,7166.0,THE OPERATION OF A PROGRAM TO SERVE AT RISK YOUTH.
40,2115 S MADISON ST,2002,PUBLIC SERVICE,8,359,Completed,10/25/2003,12/20/2002,6486.83,THE OPERATION OF A PROGRAM THAT PROVIDE AT RISK HOMELESSSERVICES.
41,325 W MERCER AVE,2002,PUBLIC SERVICE,8,360,Completed,10/25/2003,12/20/2002,9391.4,PROVIDES YOUTH EDUCATIONAL PROGRAMS.
42,222 S JACKSON ST,2002,PUBLIC SERVICE,8,361,Completed,9/4/2004,12/20/2002,1263.5,THE OPERATION OF A PROGRAM FOR YOUTH IN SOUTH ALBANY.
43,415 W SOCIETY AVE,2002,PUBLIC SERVICE,8,362,Completed,10/25/2003,12/20/2002,21292.26,THE OPERATION OF A SHELTER FOR WOMEN AND THEIR CHILDREN.
44,835 W BROAD AVE,2002,PUBLIC SERVICE,8,363,Completed,10/25/2003,12/20/2002,12297.03,THE OPERATION OF A PROGRAM FOR YOUTH.
45,400 W HIGHLAND AVE,2002,PUBLIC SERVICE,8,364,Canceled,8/28/2004,12/20/2002,0.0,THE OPERATION OF A PROGRAM FOR SENIOR CITIZENS.
46,230 S JACKSON ST,2002,SECTION 108 LOANS,10,365,Completed,10/11/2003,01/07/2003,51465.0,THE REPAYMENT OF A LOAN FROM HUD TO CITY OF ALBANY
47,1100 EXETER DRIVE,2001,PUBLIC FACILITIES,4,366,Completed,9/30/2006,01/25/2003,587160.02,THE DEVELOPMENT OF A COMMUNITY CENTER IN EAST ALBANY INCLUDEDESIGN AND CONSTRUCTION OF THE STRUCTURE.
48,230 S JACKSON ST,2002,ECONOMIC DEVELOPMENT,7,369,Completed,10/25/2003,08/25/2003,40000.0,TO OPERATE A LOW INTEREST LOAN FOR START-UP OR EXISTING MICRO-BUSINESSES.
49,WILLIE PITTS,2002,ADMINISTRATION,9,370,Completed,7/21/2005,08/25/2003,23000.0,TO PROVIDE TECHNICAL ASSISTANCE TO A NON-PROFIT.
50,SCATTER SITE,2002,ECONOMIC DEVELOPMENT,7,371,Completed,10/11/2003,09/24/2003,22995.0,THE REHAB OF THE EXTEIOR FACADE OF COMMERCIAL BUILDING IN THE REDEVELOPMENT AREAS.
51,230 S JACKSON ST,2003,ADMINISTRATION,1,372,Completed,9/4/2004,10/11/2003,409091.66, 
52,SCATTER SITES,2003,DISPOSITION,4,373,Completed,9/17/2005,10/11/2003,115000.0,THE MAINTENANCE OF CITY OWNED PROPERTIES FOR THE DEVELOPMENTOF AFFORDABLE HOUSING AND ECONOMIC DEVELOPMENT.
53,230 S JACKSON ST,2003,SECTION 108 LOANS,5,374,Completed,9/4/2004,10/11/2003,50488.75, 
54,230 S JACKSON ST,2003,SECTION 108 LOANS,5,375,Completed,9/4/2004,10/11/2003,55182.18, 
55,SCATTER SITES,2003,HOUSING,3,376,Completed,9/17/2005,10/11/2003,136213.55,THE CDBG HOMEOWNER REHABILITATION PROGRAM FOR HOMEOWNERS.
56,SCATTER SITES,2003,HOUSING,3,377,Completed,9/10/2005,10/11/2003,75000.0,THE CITY OF ALBANY HEATING AND COOLING PROGRAM AND THEEMERGENCY REPAIRS PROGRAM TO SERVED LOW AND MODERATEINCOME HOUSEHOLDS.
57,SCATTER SITES,2003,ENERGY EFFICIENCY,6,378,Completed,9/30/2006,10/11/2003,33898.8, 
58,HIGHLAND AND SOUTH DAVIS,2003,PUBLIC FACILITIES,7,379,Completed,9/17/2005,10/11/2003,41718.41,THE REHABILITATION OF APARTMENT UNITS FOR A HOMELESS FAMILY SHELTER.
59,NORTH JEFFERSON,2003,PUBLIC FACILITIES,7,380,Completed,9/30/2006,11/29/2003,341046.2,THE IMPROVEMENT TO THE HOG PEN DITCH FOR DRAINAGE AND MITIGATION OF FLOODING.
60,SCATTER SITES,2003,ACQUISITION,8,381,Completed,9/30/2006,10/11/2003,380000.0,THE ACQUISITION OF PROPERTIES FOR THE DEVELOPMENT OFAFFORDABLE HOUSING AND ECONOMIC DEVELOPMENT ACTIVITIES.
61,SCATTER SITES,2003,ACQUISITION,8,382,Completed,9/10/2005,10/11/2003,250000.0,THE RELOCATION OF PRSONS WHO UNITS WERE ACQUIRED.
62,SCATTER SITES,2003,ACQUISITION,8,383,Completed,9/4/2004,10/11/2003,176052.33,THE DEMOLITION OF STRUCTURES ACQUIRED THAT ARE DILAPIDATED.
63,230 S JACKSON ST,2003,ECONOMIC DEVELOPMENT,2,384,Completed,9/10/2005,10/11/2003,265315.0,THE OPERATION OF THE MICRO-BUSINESS ENTERPRISE CENTER AND PROVIDING TECHNICAL ASSISTANCE TO MICRO-BUSINESSES IN THE CENTER.
64,406 W HIGHLAND AVE SCATTER SITES,2003,PUBLIC SERVICE,9,385,Completed,9/4/2004,10/31/2003,83969.43, 
65,225 S JACKSON ST,2003,PUBLIC SERVICE,9,386,Canceled,8/30/2004,10/31/2003,0.0, 
66,835 W BROAD AVE,2003,PUBLIC SERVICE,9,387,Completed,9/17/2005,10/31/2003,12648.59, 
67,1400 S JEFFERSON ST,2003,PUBLIC SERVICE,9,388,Completed,6/30/2005,10/31/2003,20000.0,THE OPERATION OF THE TRANSITIONAL HOUSING PROGRAM.
68,2023 MARTIN LUTHER KING JR DR,2003,PUBLIC SERVICE,9,389,Completed,6/30/2005,10/31/2003,8673.56,THE OPERATION OF A TRANSITIONAL HOUSING PROGRAM.
